CID,CST_KEY,BDATE,GEN
AW00026532,AW00026532,12-03-1974,Female
AW00026533,AW00026533,25-01-1974,Male
AW00026534,AW00026534,07-02-1979,Male
AW00026535,AW00026535,23-12-1979,Female
AW00026536,AW00026536,01-10-1978,Female
AW00026537,AW00026537,12-10-1972,Male
AW00026538,AW00026538,15-11-1979,Male
AW00026539,AW00026539,23-10-1973,Female
AW00026540,AW00026540,19-10-1979,Female
AW00026541,AW00026541,01-11-1984,Female
AW00026542,AW00026542,22-09-1983,Male
AW00026543,AW00026543,20-07-1952,Female
AW00026544,AW00026544,21-09-1983,Female
AW00026545,AW00026545,08-07-1983,Female
AW00026546,AW00026546,24-12-1983,Male
AW00026547,AW00026547,06-11-1951,Female
AW00026548,AW00026548,07-11-1952,Male
AW00026549,AW00026549,12-08-1959,Male
AW00026550,AW00026550,27-04-1983,Male
AW00026551,AW00026551,20-03-1983,Male
AW00026552,AW00026552,09-09-1982,Female
AW00026553,AW00026553,07-11-1982,Female
AW00026554,AW00026554,13-11-1982,Male
AW00026555,AW00026555,11-12-1982,Male
AW00026556,AW00026556,01-11-1981,Male
AW00026557,AW00026557,10-01-1982,Female
AW00026558,AW00026558,22-02-1955,Female
AW00026559,AW00026559,13-11-1954,Male
AW00026560,AW00026560,31-05-1962,Female
AW00026561,AW00026561,02-05-1962,Female
AW00026562,AW00026562,24-07-1958,Male
AW00026563,AW00026563,24-07-1958,Male
AW00026564,AW00026564,25-03-1960,Male
AW00026565,AW00026565,17-11-1959,Male
AW00026566,AW00026566,19-03-1965,Female
AW00026567,AW00026567,03-10-1966,Female
AW00026568,AW00026568,07-08-1966,Female
AW00026569,AW00026569,05-02-1961,Female
AW00026570,AW00026570,07-11-1960,Male
AW00026571,AW00026571,15-08-1960,Female
AW00026572,AW00026572,18-05-1981,Female
AW00026573,AW00026573,14-11-1980,Female
AW00026574,AW00026574,25-03-1981,Male
AW00026575,AW00026575,04-01-1981,Female
AW00026576,AW00026576,09-07-1980,Female
AW00026577,AW00026577,01-08-1980,Female
AW00026578,AW00026578,23-04-1981,Male
AW00026579,AW00026579,19-11-1979,Male
AW00026580,AW00026580,14-01-1980,Female
AW00026581,AW00026581,22-05-1979,Female
AW00026582,AW00026582,31-08-1978,Male
AW00026583,AW00026583,10-02-1982,Male
AW00026584,AW00026584,23-08-1981,Male
AW00026585,AW00026585,12-01-1962,Male
AW00026586,AW00026586,09-01-1982,Female
AW00026587,AW00026587,05-09-1962,Male
AW00026588,AW00026588,21-03-1963,Male
AW00026589,AW00026589,29-01-1974,Female
AW00026590,AW00026590,30-05-1964,Male
AW00026591,AW00026591,01-08-1969,Female
AW00026592,AW00026592,31-10-1975,Female
AW00026593,AW00026593,15-09-1971,Male
AW00026594,AW00026594,02-08-1968,Female
AW00026595,AW00026595,03-10-1962,Female
AW00026596,AW00026596,30-11-1969,Male
AW00026597,AW00026597,04-07-1969,Female
AW00026598,AW00026598,30-08-1969,Male
AW00026599,AW00026599,13-07-1969,Female
AW00026600,AW00026600,19-01-1970,Female
AW00026601,AW00026601,21-06-1975,Male
AW00026602,AW00026602,02-04-1969,Male
AW00026603,AW00026603,30-09-1968,Female
AW00026604,AW00026604,07-05-1974,Female
AW00026605,AW00026605,26-08-1968,Male
AW00026606,AW00026606,29-11-1974,Female
AW00026607,AW00026607,07-01-1969,Female
AW00026608,AW00026608,10-01-1980,Male
AW00026609,AW00026609,05-10-1978,Female
AW00026610,AW00026610,08-05-1968,Female
AW00026611,AW00026611,17-10-1967,Female
AW00026612,AW00026612,01-09-1966,Female
AW00026613,AW00026613,23-12-1966,Female
AW00026614,AW00026614,03-12-1966,Male
AW00026615,AW00026615,04-10-1966,Male
AW00026616,AW00026616,11-09-1976,Male
AW00026617,AW00026617,10-04-1966,Male
AW00026618,AW00026618,17-08-1965,Female
AW00026619,AW00026619,23-09-1965,Male
AW00026620,AW00026620,17-05-1978,Female
AW00026621,AW00026621,18-11-1972,Female
AW00026622,AW00026622,04-03-1973,Female
AW00026623,AW00026623,10-08-1972,Female
AW00026624,AW00026624,02-11-1972,Female
AW00026625,AW00026625,15-12-1978,Female
AW00026626,AW00026626,21-09-1972,Male
AW00026627,AW00026627,03-02-1973,Male
AW00026628,AW00026628,31-10-1932,Male
AW00026629,AW00026629,05-08-1965,Female
AW00026630,AW00026630,12-09-1965,Female
AW00026631,AW00026631,29-08-1965,Male
AW00026632,AW00026632,21-12-1971,Female
AW00026633,AW00026633,08-05-1966,Female
AW00026634,AW00026634,09-05-1971,Male
AW00026635,AW00026635,10-11-1964,Female
AW00026636,AW00026636,14-11-1964,Male
AW00026637,AW00026637,23-09-1964,Male
AW00026638,AW00026638,21-12-1964,Female
AW00026639,AW00026639,14-08-1964,Female
AW00026640,AW00026640,01-02-1965,Male
AW00026641,AW00026641,01-02-1965,Male
AW00026642,AW00026642,16-12-1963,Female
AW00026643,AW00026643,11-04-1964,Male
AW00026644,AW00026644,17-04-1969,Female
AW00026645,AW00026645,19-02-1964,Female
AW00026646,AW00026646,14-10-1980,Female
AW00026647,AW00026647,24-03-1969,Female
AW00026648,AW00026648,19-04-1975,Female
AW00026649,AW00026649,03-04-1975,Female
AW00026650,AW00026650,25-11-1963,Male
AW00026651,AW00026651,14-03-1986,Male
AW00026652,AW00026652,10-03-1986,Male
AW00026653,AW00026653,10-03-1986,Female
AW00026654,AW00026654,23-01-1975,Female
AW00026655,AW00026655,22-02-1975,Male
AW00026656,AW00026656,26-08-1974,Female
AW00026657,AW00026657,03-03-1980,Male
AW00026658,AW00026658,30-11-1974,Male
AW00026659,AW00026659,19-02-1976,Female
AW00026660,AW00026660,21-08-1973,Male
AW00026661,AW00026661,17-10-1973,Female
AW00026662,AW00026662,13-03-1974,Female
AW00026663,AW00026663,21-12-1972,Female
AW00026664,AW00026664,20-05-1973,Female
AW00026665,AW00026665,25-04-1973,Male
AW00026666,AW00026666,08-09-1974,Female
AW00026667,AW00026667,19-05-1975,Female
AW00026668,AW00026668,21-12-1972,Female
AW00026669,AW00026669,31-10-1972,Male
AW00026670,AW00026670,04-04-1973,Male
AW00026671,AW00026671,24-02-1973,Male
AW00026672,AW00026672,03-08-1977,Female
AW00026673,AW00026673,01-11-1971,Male
AW00026674,AW00026674,15-03-1959,Female
AW00026675,AW00026675,21-09-1962,Female
AW00026676,AW00026676,16-01-1963,Female
AW00026677,AW00026677,06-05-1962,Male
AW00026678,AW00026678,20-05-1962,Female
AW00026679,AW00026679,30-06-1961,Male
AW00026680,AW00026680,09-11-1967,Female
AW00026681,AW00026681,01-10-1961,Male
AW00026682,AW00026682,01-08-1970,Male
AW00026683,AW00026683,31-01-1976,Female
AW00026684,AW00026684,22-05-1971,Male
AW00026685,AW00026685,15-12-1981,Male
AW00026686,AW00026686,12-04-1975,Male
AW00026687,AW00026687,09-04-1970,Male
AW00026688,AW00026688,22-03-1975,Female
AW00026689,AW00026689,16-11-1969,Male
AW00026690,AW00026690,11-03-1970,Female
AW00026691,AW00026691,05-06-1970,Female
AW00026692,AW00026692,10-11-1972,Female
AW00026693,AW00026693,13-10-1967,Male
AW00026694,AW00026694,18-12-1961,Male
AW00026695,AW00026695,14-03-1962,Female
AW00026696,AW00026696,13-04-1961,Female
AW00026697,AW00026697,06-01-1985,Male
AW00026698,AW00026698,02-04-1969,Female
AW00026699,AW00026699,06-10-1973,Female
AW00026700,AW00026700,29-11-1973,Female
AW00026701,AW00026701,07-03-1973,Female
AW00026702,AW00026702,31-03-1973,Female
AW00026703,AW00026703,17-02-1968,Male
AW00026704,AW00026704,07-09-1973,Male
AW00026705,AW00026705,17-02-1973,Male
AW00026706,AW00026706,16-07-1966,Female
AW00026707,AW00026707,20-10-1977,Female
AW00026708,AW00026708,19-05-1967,Female
AW00026709,AW00026709,08-01-1961,Female
AW00026710,AW00026710,24-05-1961,Female
AW00026711,AW00026711,21-01-1961,Female
AW00026712,AW00026712,02-03-1965,Female
AW00026713,AW00026713,23-09-1959,Female
AW00026714,AW00026714,22-08-1959,Female
AW00026715,AW00026715,11-12-1959,Female
AW00026716,AW00026716,19-05-1941,Female
AW00026717,AW00026717,23-02-1946,Male
AW00026718,AW00026718,10-05-1947,Male
AW00026719,AW00026719,24-08-1965,Female
AW00026720,AW00026720,04-11-1965,Male
AW00026721,AW00026721,20-03-1966,Female
AW00026722,AW00026722,05-10-1971,Female
AW00026723,AW00026723,29-08-1971,Male
AW00026724,AW00026724,21-03-1960,Female
AW00026725,AW00026725,03-11-1959,Female
AW00026726,AW00026726,12-10-1959,Female
AW00026727,AW00026727,14-12-1959,Male
AW00026728,AW00026728,30-01-1964,Male
AW00026729,AW00026729,12-07-1958,Male
AW00026730,AW00026730,25-10-1957,Female
AW00026731,AW00026731,08-10-1957,Male
AW00026732,AW00026732,09-08-1963,Male
AW00026733,AW00026733,19-09-1962,Male
AW00026734,AW00026734,12-02-1962,Female
AW00026735,AW00026735,13-08-1956,Female
AW00026736,AW00026736,23-03-1955,Female
AW00026737,AW00026737,23-03-1955,Female
AW00026738,AW00026738,03-05-1971,Female
AW00026739,AW00026739,09-11-1969,Male
AW00026740,AW00026740,17-11-1974,Male
AW00026741,AW00026741,14-02-1973,Female
AW00026742,AW00026742,05-09-1932,Male
AW00026743,AW00026743,12-10-1967,Male
AW00026744,AW00026744,08-08-1973,Male
AW00026745,AW00026745,19-05-1968,Female
AW00026746,AW00026746,01-02-1972,Female
AW00026747,AW00026747,02-01-1972,Female
AW00026748,AW00026748,15-09-1971,Female
AW00026749,AW00026749,03-03-1972,Male
AW00026750,AW00026750,08-08-1965,Male
AW00026751,AW00026751,22-07-1971,Female
AW00026752,AW00026752,15-09-1971,Male
AW00026753,AW00026753,20-07-1971,Female
AW00026754,AW00026754,01-04-1966,Female
AW00026755,AW00026755,01-12-1970,Male
AW00026756,AW00026756,24-02-1971,Female
AW00026757,AW00026757,10-09-1964,Male
AW00026758,AW00026758,29-08-1964,Male
AW00026759,AW00026759,27-08-1968,Female
AW00026760,AW00026760,12-04-1980,Female
AW00026761,AW00026761,01-01-1968,Female
AW00026762,AW00026762,08-10-1967,Female
AW00026763,AW00026763,13-08-1966,Male
AW00026764,AW00026764,09-08-1966,Male
AW00026765,AW00026765,31-08-1966,Female
AW00026766,AW00026766,07-09-1972,Female
AW00026767,AW00026767,18-10-1979,Female
AW00026768,AW00026768,11-06-1963,Female
AW00026769,AW00026769,17-11-1941,Female
AW00026770,AW00026770,19-11-1965,Female
AW00026771,AW00026771,30-11-1965,Male
AW00026772,AW00026772,19-08-1965,Female
AW00026773,AW00026773,14-03-1971,Female
AW00026774,AW00026774,06-09-1979,Female
AW00026775,AW00026775,21-04-1982,Female
AW00026776,AW00026776,25-03-1982,Female
AW00026777,AW00026777,13-02-1986,Male
AW00026778,AW00026778,07-12-1980,Female
AW00026779,AW00026779,10-12-1985,Female
AW00026780,AW00026780,02-08-1985,Female
AW00026781,AW00026781,02-06-1985,Female
AW00026782,AW00026782,25-03-1986,Male
AW00026783,AW00026783,17-10-1985,Male
AW00026784,AW00026784,05-04-1952,Male
AW00026785,AW00026785,14-03-1943,Male
AW00026786,AW00026786,29-10-1983,Male
AW00026787,AW00026787,03-03-1984,Male
AW00026788,AW00026788,08-11-1983,Female
AW00026789,AW00026789,09-05-1984,Male
AW00026790,AW00026790,21-08-1982,Female
AW00026791,AW00026791,04-05-1983,Male
AW00026792,AW00026792,04-12-1982,Male
AW00026793,AW00026793,15-09-1982,Male
AW00026794,AW00026794,25-05-1985,Female
AW00026795,AW00026795,10-01-1946,Male
AW00026796,AW00026796,19-09-1946,Male
AW00026797,AW00026797,18-04-1954,Male
AW00026798,AW00026798,10-07-1981,Male
AW00026799,AW00026799,19-03-1982,Male
AW00026800,AW00026800,06-04-1982,Female
AW00026801,AW00026801,16-01-1982,Male
AW00026802,AW00026802,12-05-1981,Male
AW00026803,AW00026803,07-08-1979,Male
AW00026804,AW00026804,11-05-1980,Female
AW00026805,AW00026805,08-04-1979,Female
AW00026806,AW00026806,16-09-1976,Male
AW00026807,AW00026807,08-09-1976,Male
AW00026808,AW00026808,23-01-1976,Female
AW00026809,AW00026809,04-05-1971,Female
AW00026810,AW00026810,09-05-1976,Female
AW00026811,AW00026811,30-09-1976,Female
AW00026812,AW00026812,08-03-1971,Male
AW00026813,AW00026813,12-01-1971,Male
AW00026814,AW00026814,02-10-1970,Male
AW00026815,AW00026815,31-10-1970,Female
AW00026816,AW00026816,06-09-1973,Male
AW00026817,AW00026817,19-10-1979,Male
AW00026818,AW00026818,12-06-1978,Male
AW00026819,AW00026819,20-08-1972,Male
AW00026820,AW00026820,29-10-1972,Female
AW00026821,AW00026821,20-08-1972,Female
AW00026822,AW00026822,08-08-1972,Female
AW00026823,AW00026823,29-10-1972,Female
AW00026824,AW00026824,03-09-1971,Female
AW00026825,AW00026825,06-10-1977,Male
AW00026826,AW00026826,02-07-1977,Female
AW00026827,AW00026827,17-07-1972,Female
AW00026828,AW00026828,03-02-1984,Female
AW00026829,AW00026829,19-09-1978,Female
AW00026830,AW00026830,21-03-1972,Male
AW00026831,AW00026831,01-09-1971,Male
AW00026832,AW00026832,30-01-1977,Female
AW00026833,AW00026833,13-07-1971,Male
AW00026834,AW00026834,29-08-1971,Female
AW00026835,AW00026835,06-01-1976,Male
AW00026836,AW00026836,08-12-1970,Male
AW00026837,AW00026837,04-09-1970,Male
AW00026838,AW00026838,03-06-1971,Female
AW00026839,AW00026839,18-08-1970,Male
AW00026840,AW00026840,15-03-1976,Male
AW00026841,AW00026841,10-02-1971,Male
AW00026842,AW00026842,23-12-1969,Female
AW00026843,AW00026843,08-08-1934,Male
AW00026844,AW00026844,24-11-1935,Female
AW00026845,AW00026845,26-03-1970,Male
AW00026846,AW00026846,11-01-1970,Male
AW00026847,AW00026847,04-07-1969,Male
AW00026848,AW00026848,17-05-1970,Female
AW00026849,AW00026849,17-07-1968,Male
AW00026850,AW00026850,13-12-1979,Male
AW00026851,AW00026851,19-05-1969,Female
AW00026852,AW00026852,02-12-1968,Female
AW00026853,AW00026853,13-07-1971,Male
AW00026854,AW00026854,13-07-1971,Male
AW00026855,AW00026855,07-12-1971,Female
AW00026856,AW00026856,03-05-1971,Female
AW00026857,AW00026857,12-03-1982,Male
AW00026858,AW00026858,05-11-1970,Male
AW00026859,AW00026859,10-01-1970,Male
AW00026860,AW00026860,24-10-1975,Female
AW00026861,AW00026861,19-05-1969,Male
AW00026862,AW00026862,23-01-1969,Female
AW00026863,AW00026863,08-05-1983,Male
AW00026864,AW00026864,29-11-1984,Female
AW00026865,AW00026865,26-08-1984,Female
AW00026866,AW00026866,11-11-1984,Female
AW00026867,AW00026867,14-05-1969,Male
AW00026868,AW00026868,12-08-1974,Female
AW00026869,AW00026869,01-02-1969,Male
AW00026870,AW00026870,22-01-1974,Female
AW00026871,AW00026871,08-08-1973,Male
AW00026872,AW00026872,20-07-1983,Male
AW00026873,AW00026873,30-10-1982,Female
AW00026874,AW00026874,19-05-1983,Male
AW00026875,AW00026875,06-09-1982,Male
AW00026876,AW00026876,22-01-1983,Female
AW00026877,AW00026877,21-08-1982,Male
AW00026878,AW00026878,15-08-1981,Female
AW00026879,AW00026879,14-10-1981,Female
AW00026880,AW00026880,26-08-1981,Female
AW00026881,AW00026881,10-08-1980,Female
AW00026882,AW00026882,30-10-1981,Female
AW00026883,AW00026883,25-12-1981,Female
AW00026884,AW00026884,09-03-1982,Female
AW00026885,AW00026885,07-09-1981,Male
AW00026886,AW00026886,12-05-1982,Female
AW00026887,AW00026887,22-05-1980,Female
AW00026888,AW00026888,20-09-1979,Male
AW00026889,AW00026889,04-01-1980,Female
AW00026890,AW00026890,08-03-1986,Male
AW00026891,AW00026891,05-12-1980,Male
AW00026892,AW00026892,18-03-1981,Male
AW00026893,AW00026893,22-06-1981,Female
AW00026894,AW00026894,26-08-1978,Female
AW00026895,AW00026895,30-09-1984,Female
AW00026896,AW00026896,20-06-1973,Female
AW00026897,AW00026897,07-01-1968,Female
AW00026898,AW00026898,14-12-1966,Female
AW00026899,AW00026899,04-01-1972,Female
AW00026900,AW00026900,03-12-1966,Female
AW00026901,AW00026901,31-07-1972,Male
AW00026902,AW00026902,22-05-1968,Male
AW00026903,AW00026903,01-06-1973,Male
AW00026904,AW00026904,18-04-1963,Female
AW00026905,AW00026905,09-03-1963,Female
AW00026906,AW00026906,08-02-1962,Male
AW00026907,AW00026907,26-10-1961,Female
AW00026908,AW00026908,10-07-1961,Male
AW00026909,AW00026909,21-05-1967,Female
AW00026910,AW00026910,06-11-1943,Female
AW00026911,AW00026911,25-03-1944,Female
AW00026912,AW00026912,08-12-1944,Female
AW00026913,AW00026913,03-11-1944,Male
AW00026914,AW00026914,25-10-1945,Female
AW00026915,AW00026915,21-05-1948,Male
AW00026916,AW00026916,05-02-1986,Female
AW00026917,AW00026917,02-10-1984,Male
AW00026918,AW00026918,14-03-1982,Female
AW00026919,AW00026919,24-12-1981,Male
AW00026920,AW00026920,19-09-1984,Male
AW00026921,AW00026921,16-02-1985,Female
AW00026922,AW00026922,24-11-1983,Male
AW00026923,AW00026923,06-03-1984,Female
AW00026924,AW00026924,13-12-1982,Female
AW00026925,AW00026925,14-02-1949,Male
AW00026926,AW00026926,25-03-1949,Male
AW00026927,AW00026927,01-02-1960,Female
AW00026928,AW00026928,18-04-1949,Male
AW00026929,AW00026929,09-11-1948,Male
AW00026930,AW00026930,08-11-1966,Female
AW00026931,AW00026931,09-01-1967,Male
AW00026932,AW00026932,23-02-1967,Female
AW00026933,AW00026933,11-11-1965,Female
AW00026934,AW00026934,13-09-1965,Female
AW00026935,AW00026935,02-09-1964,Male
AW00026936,AW00026936,20-08-1964,Female
AW00026937,AW00026937,20-05-1965,Female
AW00026938,AW00026938,15-08-1964,Male
AW00026939,AW00026939,21-08-1969,Male
AW00026940,AW00026940,07-12-1963,Male
AW00026941,AW00026941,02-05-1970,Male
AW00026942,AW00026942,03-05-1964,Female
AW00026943,AW00026943,27-07-1975,Female
AW00026944,AW00026944,12-01-1981,Male
AW00026945,AW00026945,10-01-1976,Female
AW00026946,AW00026946,04-06-1981,Male
AW00026947,AW00026947,09-05-1976,Female
AW00026948,AW00026948,19-12-1975,Female
AW00026949,AW00026949,25-08-1975,Female
AW00026950,AW00026950,06-04-1975,Male
AW00026951,AW00026951,17-11-1980,Female
AW00026952,AW00026952,30-01-1981,Female
AW00026953,AW00026953,10-05-1976,Male
AW00026954,AW00026954,30-08-1975,Male
AW00026955,AW00026955,05-09-1975,Male
AW00026956,AW00026956,28-09-1980,Female
AW00026957,AW00026957,09-07-1980,Female
AW00026958,AW00026958,24-05-1980,Male
AW00026959,AW00026959,23-01-1975,Female
AW00026960,AW00026960,16-05-1958,Male
AW00026961,AW00026961,21-03-1974,Female
AW00026962,AW00026962,26-03-1974,Male
AW00026963,AW00026963,02-03-1979,Female
AW00026964,AW00026964,08-04-1974,Female
AW00026965,AW00026965,18-04-1979,Female
AW00026966,AW00026966,08-08-1973,Male
AW00026967,AW00026967,12-10-1973,Male
AW00026968,AW00026968,12-02-1974,Male
AW00026969,AW00026969,14-10-1978,Male
AW00026970,AW00026970,03-05-1979,Female
AW00026971,AW00026971,12-11-1978,Male
AW00026972,AW00026972,22-05-1984,Male
AW00026973,AW00026973,24-11-1978,Male
AW00026974,AW00026974,13-05-1986,Male
AW00026975,AW00026975,04-10-1984,Female
AW00026976,AW00026976,11-02-1984,Male
AW00026977,AW00026977,19-02-1984,Male
AW00026978,AW00026978,01-02-1980,Female
AW00026979,AW00026979,22-12-1979,Female
AW00026980,AW00026980,05-01-1978,Male
AW00026981,AW00026981,18-08-1983,Female
AW00026982,AW00026982,03-10-1977,Male
AW00026983,AW00026983,19-09-1978,Female
AW00026984,AW00026984,09-05-1979,Male
AW00026985,AW00026985,11-03-1979,Male
AW00026986,AW00026986,14-12-1978,Female
AW00026987,AW00026987,16-09-1984,Male
AW00026988,AW00026988,19-02-1979,Female
AW00026989,AW00026989,20-11-1977,Male
AW00026990,AW00026990,19-07-1977,Male
AW00026991,AW00026991,06-05-1983,Male
AW00026992,AW00026992,21-07-1977,Male
AW00026993,AW00026993,05-03-1977,Male
AW00026994,AW00026994,22-09-1977,Female
AW00026995,AW00026995,11-07-1977,Male
AW00026996,AW00026996,04-02-1978,Female
AW00026997,AW00026997,20-07-1983,Female
AW00026998,AW00026998,17-03-1977,Male
AW00026999,AW00026999,15-04-1977,Male
AW00027000,AW00027000,18-12-1976,Female
AW00027001,AW00027001,04-04-1982,Female
AW00027002,AW00027002,07-01-1977,Male
AW00027003,AW00027003,21-02-1982,Male
AW00027004,AW00027004,16-11-1976,Male
AW00027005,AW00027005,16-08-1976,Female
AW00027006,AW00027006,03-09-1976,Male
AW00027007,AW00027007,15-10-1976,Male
AW00027008,AW00027008,02-04-1977,Male
AW00027009,AW00027009,22-02-1977,Female
AW00027010,AW00027010,13-05-1981,Female
AW00027011,AW00027011,17-06-1981,Male
AW00027012,AW00027012,22-05-1980,Female
AW00027013,AW00027013,26-03-1980,Female
AW00027014,AW00027014,20-02-1972,Male
AW00027015,AW00027015,16-05-1972,Female
AW00027016,AW00027016,18-10-1971,Female
AW00027017,AW00027017,15-04-1972,Male
AW00027018,AW00027018,23-01-1972,Male
AW00027019,AW00027019,21-09-1970,Female
AW00027020,AW00027020,14-09-1959,Female
AW00027021,AW00027021,13-10-1976,Female
